system:index,Code Departamento,Code Provincia,Date (YMD),Departamento,Provincia,codeRio,distanciaRio,elevacion_m,estacion,fecha0,fechas,hayRioCercano,idx,lat,lon,pendiente_grados,precipitation_sum,runoff_sum,temperature_2m,tipoDeSuelo,total_evaporation_sum,volumetric_soil_water_layer_1,.geo
2219,02008,2,25/9/2007,Comuna 8,Capital Federal,36837-7237,7.49,21,primavera,2007-09-24,"[2007-09-24, 2007-09-25, 2007-09-26, 2007-09-27, 2007-09-28, 2007-09-29, 2007-09-30]",true,2219,-34.67499358,-58.47616299,1.13,"[0, 0, 0, 4, 0, 0, 0]",2.8534233570098877E-4,283.02960777282715,Miscelaneas,-0.0028288383036851883,0.37279701232910156,"{""type"":""Point"",""coordinates"":[-58.47616299,-34.67499358]}"
2220,02010,2,1/5/2003,Comuna 10,Capital Federal,36837-7237,4.71,24,otoño,2003-04-28,"[2003-04-28, 2003-04-29, 2003-04-30, 2003-05-01, 2003-05-02, 2003-05-03, 2003-05-04]",true,2220,-34.62768629,-58.48358728,1.46,"[0, 5, 0, 0, 0, 0, 0]",3.4424662590026855E-4,288.22782770792645,Miscelaneas,-0.0016197888180613518,0.3854834238688151,"{""type"":""Point"",""coordinates"":[-58.48358728,-34.62768628999999]}"
2221,02010,2,7/9/1999,Comuna 10,Capital Federal,36837-7237,4.71,24,invierno,1999-09-06,"[1999-09-06, 1999-09-07, 1999-09-08, 1999-09-09, 1999-09-10, 1999-09-11, 1999-09-12]",true,2221,-34.62768629,-58.48358728,1.46,"[0, 12.7, 0, 0, 0, 0.6, 0]",6.04286789894104E-4,288.0698661804199,Miscelaneas,-0.001489207148551941,0.4115867614746094,"{""type"":""Point"",""coordinates"":[-58.48358728,-34.62768628999999]}"
2222,02011,2,20/5/2010,Comuna 11,Capital Federal,36837-7237,3.14,29,otoño,2010-05-17,"[2010-05-17, 2010-05-18, 2010-05-19, 2010-05-20, 2010-05-21, 2010-05-22, 2010-05-23]",true,2222,-34.6042463,-58.49067643,2.78,"[0, 0, 0, 0.1, 0, 1.8, 33.1]",4.3722987174987793E-4,284.3824399312337,Miscelaneas,-0.001176539808511734,0.27820714314778644,"{""type"":""Point"",""coordinates"":[-58.49067643,-34.60424629999999]}"
2223,02015,2,12/8/1997,Comuna 15,Capital Federal,36837-7237,2.81,29,invierno,1997-08-11,"[1997-08-11, 1997-08-12, 1997-08-13, 1997-08-14, 1997-08-15, 1997-08-16, 1997-08-17]",true,2223,-34.59294425,-58.48867142,4.63,"[0, 0, 0, 0.5, 28.6, 3.7, 11.6]",1.6245245933532715E-4,288.84886423746747,Miscelaneas,-0.0015641171485185623,0.3216908772786458,"{""type"":""Point"",""coordinates"":[-58.48867142,-34.59294425]}"
2224,02014,2,2/1/1997,Comuna 14,Capital Federal,85-85,2.68,24,verano,1996-12-30,"[1996-12-30, 1996-12-31, 1997-01-01, 1997-01-02, 1997-01-03, 1997-01-04, 1997-01-05]",true,2224,-34.57389998,-58.42243645,5.28,"[0, 13.4, 0, 0, 0, 10.8, 0]",2.3320317268371582E-4,298.0934944152832,Miscelaneas,-0.005750554613769054,0.3071727752685547,"{""type"":""Point"",""coordinates"":[-58.42243645,-34.57389997999999]}"
2225,02001,2,15/2/2004,Comuna 1,Capital Federal,8891-2706,1.05,28,verano,2004-02-09,"[2004-02-09, 2004-02-10, 2004-02-11, 2004-02-12, 2004-02-13, 2004-02-14, 2004-02-15]",true,2225,-34.62504786,-58.38438723,3.7,"[0, 0, 0, 0.1, 15, 0, 0]",3.1644105911254883E-4,297.8668441772461,Miscelaneas,-0.003903091885149479,0.1971124013264974,"{""type"":""Point"",""coordinates"":[-58.38438723000001,-34.62504786000001]}"
2226,06840,6,17/1/1998,Tres de Febrero,Buenos Aires,36837-7237,6.8,27,verano,1998-01-12,"[1998-01-12, 1998-01-13, 1998-01-14, 1998-01-15, 1998-01-16, 1998-01-17, 1998-01-18]",true,2226,-34.60887295,-58.56366446,1.85,"[0, 0.2, 11.4, 0, 0, 0.6, 0]",2.16066837310791E-6,296.36251640319824,Miscelaneas,-0.00428040511906147,0.33715248107910156,"{""type"":""Point"",""coordinates"":[-58.563664460000005,-34.60887294999999]}"
2227,06434,6,2/2/1995,Lanus,Buenos Aires,8891-2706,4.6,5,verano,1995-01-30,"[1995-01-30, 1995-01-31, 1995-02-01, 1995-02-02, 1995-02-03, 1995-02-04, 1995-02-05]",true,2227,-34.69095715,-58.38386285,4.6,"[0, 0, 2.1, 0, 0, 15.8, 0]",2.474784851074219E-4,294.4791673024495,Miscelaneas,-0.0011537428945302963,0.14993794759114584,"{""type"":""Point"",""coordinates"":[-58.38386285000001,-34.69095715000001]}"
2228,06441,6,20/6/1992,La Plata,Buenos Aires,3314-1708,23.31,26,otoño,1992-06-15,"[1992-06-15, 1992-06-16, 1992-06-17, 1992-06-18, 1992-06-19, 1992-06-20, 1992-06-21]",false,2228,-35.03880607,-58.05930616,0.93,"[33.2, 0, 1.1, 3, 8, 8.2, 5.5]",0.007922336459159851,289.42698097229004,Complejo indiferenci,-3.4340936690568924E-4,0.46289634704589844,"{""type"":""Point"",""coordinates"":[-58.05930616,-35.03880607000001]}"
2229,06427,6,12/8/1997,La Matanza,Buenos Aires,33486-6512,4.98,8,invierno,1997-08-11,"[1997-08-11, 1997-08-12, 1997-08-13, 1997-08-14, 1997-08-15, 1997-08-16, 1997-08-17]",true,2229,-34.71417289,-58.50890438,7.28,"[0, 0, 0, 0.7, 33, 2.5, 26.7]",3.6075711250305176E-5,288.6603062947591,Molisoles,-0.0017272979021072388,0.3568255106608073,"{""type"":""Point"",""coordinates"":[-58.50890437999999,-34.71417289000001]}"
2230,06091,6,24/10/2004,Berazategui,Buenos Aires,7058-2230,14.45,26,primavera,2004-10-18,"[2004-10-18, 2004-10-19, 2004-10-20, 2004-10-21, 2004-10-22, 2004-10-23, 2004-10-24]",true,2230,-34.83264047,-58.10084123,1.46,"[16.3, 0, 0, 0, 1.4, 18.3, 0]",6.754398345947266E-4,289.53018315633136,Miscelaneas,-0.004441333934664726,0.45802879333496094,"{""type"":""Point"",""coordinates"":[-58.10084122999999,-34.83264047]}"
2231,82105,82,10/11/1992,San Jeronimo,Santa Fe,123-123,29.33,42,primavera,1992-11-09,"[1992-11-09, 1992-11-10, 1992-11-11, 1992-11-12, 1992-11-13, 1992-11-14, 1992-11-15]",false,2231,-32.2399352,-61.231266,4.95,"[2.7, 38.6, 0, 0, 0, 45.1, 3.1]",2.633035182952881E-5,294.56709480285645,Molisoles,-0.002066919580101967,0.2960205078125,"{""type"":""Point"",""coordinates"":[-61.231266,-32.2399352]}"
2232,82063,82,23/9/1990,La Capital,Santa Fe,103-103,23.73,25,invierno,1990-09-17,"[1990-09-17, 1990-09-18, 1990-09-19, 1990-09-20, 1990-09-21, 1990-09-22, 1990-09-23]",false,2232,-31.18858147,-60.62677383,2.15,"[6.1, 4.3, 0, 0.1, 0.1, 0, 0]",8.840858936309814E-5,287.7323983510335,Molisoles,-0.0010562185198068619,0.29899152119954425,"{""type"":""Point"",""coordinates"":[-60.62677383,-31.18858147]}"
2233,82063,82,3/4/2012,La Capital,Santa Fe,103-103,23.73,25,otoño,2012-04-02,"[2012-04-02, 2012-04-03, 2012-04-04, 2012-04-05, 2012-04-06, 2012-04-07, 2012-04-08]",false,2233,-31.18858147,-60.62677383,2.15,"[0, 0, 0.2, 17.4, 0, 0, 0]",1.9669532775878906E-6,295.88574409484863,Molisoles,-0.002395831048488617,0.3281962076822917,"{""type"":""Point"",""coordinates"":[-60.62677383,-31.18858147]}"
2234,82049,82,8/3/2004,General Obligado,Santa Fe,32822-6509,17.99,58,verano,2004-03-08,"[2004-03-08, 2004-03-09, 2004-03-10, 2004-03-11, 2004-03-12, 2004-03-13, 2004-03-14]",false,2234,-28.6765561,-59.7497004,1.41,"[0.8, 0, 1.2, 10.1, 5.4, 1.9, 0]",2.5138258934020996E-5,296.00187492370605,Alfisoles,-0.002552144229412079,0.44017791748046875,"{""type"":""Point"",""coordinates"":[-59.7497004,-28.676556099999996]}"
2235,02012,2,16/9/1992,Comuna 12,Capital Federal,54-54,3.13,20,invierno,1992-09-14,"[1992-09-14, 1992-09-15, 1992-09-16, 1992-09-17, 1992-09-18, 1992-09-19, 1992-09-20]",true,2235,-34.56062514,-58.47494475,0.93,"[0, 0, 0, 11.2, 0, 0, 0]",6.499737501144409E-4,286.5959987640381,Miscelaneas,-0.0028141895309090614,0.3876883188883464,"{""type"":""Point"",""coordinates"":[-58.474944750000006,-34.560625140000006]}"
2236,02012,2,11/11/1997,Comuna 12,Capital Federal,54-54,3.13,20,primavera,1997-11-10,"[1997-11-10, 1997-11-11, 1997-11-12, 1997-11-13, 1997-11-14, 1997-11-15, 1997-11-16]",true,2236,-34.56062514,-58.47494475,0.93,"[5.3, 11.8, 1.3, 9.7, 0, 0, 0]",3.032088279724121E-4,293.33509572347003,Miscelaneas,-0.0029989266768097878,0.36107826232910156,"{""type"":""Point"",""coordinates"":[-58.474944750000006,-34.560625140000006]}"
2237,02015,2,14/5/2005,Comuna 15,Capital Federal,36837-7237,2.81,29,otoño,2005-05-09,"[2005-05-09, 2005-05-10, 2005-05-11, 2005-05-12, 2005-05-13, 2005-05-14, 2005-05-15]",true,2237,-34.59294425,-58.48867142,4.63,"[1.6, 2.5, 1.4, 4.2, 4.5, 3.6, 3.7]",3.3155083656311035E-4,288.8728535970052,Miscelaneas,-0.0011194385588169098,0.2891337076822917,"{""type"":""Point"",""coordinates"":[-58.48867142,-34.59294425]}"
2238,02005,2,23/12/1991,Comuna 5,Capital Federal,85-85,3.75,37,verano,1991-12-23,"[1991-12-23, 1991-12-24, 1991-12-25, 1991-12-26, 1991-12-27, 1991-12-28, 1991-12-29]",true,2238,-34.60922769,-58.42174523,2.44,"[0.4, 0, 24.7, 0, 0, 0, 0]",6.262809038162231E-4,296.18856048583984,Miscelaneas,-0.004314998164772987,0.2853857676188151,"{""type"":""Point"",""coordinates"":[-58.42174523,-34.609227690000004]}"
2239,02014,2,26/6/1990,Comuna 14,Capital Federal,85-85,2.68,24,invierno,1990-06-25,"[1990-06-25, 1990-06-26, 1990-06-27, 1990-06-28, 1990-06-29, 1990-06-30, 1990-07-01]",true,2239,-34.57389998,-58.42243645,5.28,"[0, 0, 0, 0, 0, 0, 0]",4.520416259765625E-4,281.526642481486,Miscelaneas,-0.0010049063712358475,0.31463177998860675,"{""type"":""Point"",""coordinates"":[-58.42243645,-34.57389997999999]}"
2240,02001,2,22/1/2005,Comuna 1,Capital Federal,8891-2706,1.05,28,verano,2005-01-17,"[2005-01-17, 2005-01-18, 2005-01-19, 2005-01-20, 2005-01-21, 2005-01-22, 2005-01-23]",true,2240,-34.62504786,-58.38438723,3.7,"[0, 0, 0.7, 0, 0, 0.6, 0]",2.4478137493133545E-4,298.84435844421387,Miscelaneas,-0.004615472629666328,0.2193444569905599,"{""type"":""Point"",""coordinates"":[-58.38438723000001,-34.62504786000001]}"
2241,02014,2,3/5/2002,Comuna 14,Capital Federal,85-85,2.68,24,otoño,2002-04-29,"[2002-04-29, 2002-04-30, 2002-05-01, 2002-05-02, 2002-05-03, 2002-05-04, 2002-05-05]",true,2241,-34.57389998,-58.42243645,5.28,"[1, 0, 0, 0, 0, 0, 0]",0.0023887455463409424,288.8898359934489,Miscelaneas,-0.001893751323223114,0.3596382141113281,"{""type"":""Point"",""coordinates"":[-58.42243645,-34.57389997999999]}"
2242,02002,2,13/5/2002,Comuna 2,Capital Federal,85-85,1.52,30,otoño,2002-05-13,"[2002-05-13, 2002-05-14, 2002-05-15, 2002-05-16, 2002-05-17, 2002-05-18, 2002-05-19]",true,2242,-34.58587601,-58.39499618,1.85,"[36.6, 13.4, 1.7, 3.4, 11.8, 2, 0]",0.003944128751754761,292.7101294199626,Miscelaneas,-0.0016752202063798904,0.43613243103027344,"{""type"":""Point"",""coordinates"":[-58.39499618,-34.58587601000001]}"
2243,06658,6,15/7/1990,Quilmes,Buenos Aires,35407-6950,4.25,3,invierno,1990-07-09,"[1990-07-09, 1990-07-10, 1990-07-11, 1990-07-12, 1990-07-13, 1990-07-14, 1990-07-15]",true,2243,-34.70037841,-58.27664278,2.17,"[3.6, 0, 0, 0, 0, 0, 8.2]",,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-58.276642779999996,-34.70037841]}"
2244,06441,6,11/5/2013,La Plata,Buenos Aires,3314-1708,23.31,26,otoño,2013-05-06,"[2013-05-06, 2013-05-07, 2013-05-08, 2013-05-09, 2013-05-10, 2013-05-11, 2013-05-12]",false,2244,-35.03880607,-58.05930616,0.93,"[0, 0.1, 0, 0, 0, 0.4, 0]",1.8641352653503418E-5,288.49640464782715,Complejo indiferenci,-0.0017989641055464745,0.4461771647135417,"{""type"":""Point"",""coordinates"":[-58.05930616,-35.03880607000001]}"
2245,06035,6,8/12/2013,Avellaneda,Buenos Aires,35411-6952,1.59,6,primavera,2013-12-02,"[2013-12-02, 2013-12-03, 2013-12-04, 2013-12-05, 2013-12-06, 2013-12-07, 2013-12-08]",true,2245,-34.67500565,-58.31056343,3.38,"[3.7, 0.2, 0, 0, 0, 0, 0.9]",,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-58.31056343,-34.675005649999996]}"
2246,02004,2,11/2/1992,Comuna 4,Capital Federal,8891-2706,2.09,10,verano,1992-02-10,"[1992-02-10, 1992-02-11, 1992-02-12, 1992-02-13, 1992-02-14, 1992-02-15, 1992-02-16]",true,2246,-34.64641355,-58.38427103,1.46,"[0, 0, 0, 0.4, 5.3, 0, 0]",4.295259714126587E-4,295.2593599955241,Miscelaneas,-0.006408353336155415,0.3811868031819661,"{""type"":""Point"",""coordinates"":[-58.384271029999994,-34.64641355]}"
2247,82014,82,6/4/2013,Caseros,Santa Fe,6726-2218,16.67,107,otoño,2013-04-01,"[2013-04-01, 2013-04-02, 2013-04-03, 2013-04-04, 2013-04-05, 2013-04-06, 2013-04-07]",false,2247,-33.2334798,-61.682947,0,"[28.2, 4.6, 0.4, 0.2, 0, 0, 0]",0.0015651285648345947,293.65516026814777,Alfisoles,-0.001826438121497631,0.4072411855061849,"{""type"":""Point"",""coordinates"":[-61.682947000000006,-33.23347979999999]}"
2248,82091,82,9/9/1990,San Cristobal,Santa Fe,105-105,37.56,78,invierno,1990-09-03,"[1990-09-03, 1990-09-04, 1990-09-05, 1990-09-06, 1990-09-07, 1990-09-08, 1990-09-09]",false,2248,-29.88749922,-61.57182768,1.85,"[0, 0.9, 0.3, 0.8, 0, 0, 0]",1.582503318786621E-5,284.8408953348796,Complejo indiferenci,-0.0013683028519153595,0.3139565785725911,"{""type"":""Point"",""coordinates"":[-61.571827680000006,-29.88749922]}"
2249,82077,82,17/5/2001,9 de Julio,Santa Fe,105-105,10.52,84,otoño,2001-05-14,"[2001-05-14, 2001-05-15, 2001-05-16, 2001-05-17, 2001-05-18, 2001-05-19, 2001-05-20]",true,2249,-29.0758472,-61.73625069,5.09,"[0, 0, 0, 0, 0, 0, 0.6]",7.520616054534912E-5,284.74157460530597,Molisoles,-0.001963912509381771,0.396945317586263,"{""type"":""Point"",""coordinates"":[-61.73625069,-29.07584719999999]}"
2250,06455,6,14/7/1999,Las Flores,Buenos Aires,32742-6427,50.28,60,invierno,1999-07-12,"[1999-07-12, 1999-07-13, 1999-07-14, 1999-07-15, 1999-07-16, 1999-07-17, 1999-07-18]",false,2250,-36.3036243,-59.3193839,1.15,"[4.7, 2.3, 11.2, 15.6, 0, 0, 0]",8.752942085266113E-5,286.4854259490967,Molisoles,-7.23864883184433E-4,0.4800453186035156,"{""type"":""Point"",""coordinates"":[-59.3193839,-36.3036243]}"
2251,06427,6,14/7/2010,La Matanza,Buenos Aires,33486-6512,4.98,8,invierno,2010-07-12,"[2010-07-12, 2010-07-13, 2010-07-14, 2010-07-15, 2010-07-16, 2010-07-17, 2010-07-18]",true,2251,-34.71417289,-58.50890438,7.28,"[0, 0, 0, 0, 0, 0, 17.4]",2.5281310081481934E-4,280.3099562327067,Molisoles,-0.0022545475512742996,0.46737925211588544,"{""type"":""Point"",""coordinates"":[-58.50890437999999,-34.71417289000001]}"
2252,06260,6,2/7/1997,Esteban Echeverria,Buenos Aires,33486-6512,6.94,23,invierno,1997-06-30,"[1997-06-30, 1997-07-01, 1997-07-02, 1997-07-03, 1997-07-04, 1997-07-05, 1997-07-06]",true,2252,-34.88497914,-58.47780994,1.46,"[0, 0, 0, 0, 0, 0, 0]",1.5795230865478516E-6,280.7398166656494,Miscelaneas,-0.001095668412744999,0.4184182484944661,"{""type"":""Point"",""coordinates"":[-58.47780994,-34.884979140000006]}"
2253,82084,82,3/2/1998,Rosario,Santa Fe,118-118,22.58,64,verano,1998-02-02,"[1998-02-02, 1998-02-03, 1998-02-04, 1998-02-05, 1998-02-06, 1998-02-07, 1998-02-08]",false,2253,-33.07901008,-60.91379957,1.11,"[1.1, 37.2, 0.5, 0.2, 0.7, 0, 8.5]",1.2964010238647461E-5,295.62891960144043,Alfisoles,-0.0037621743977069855,0.37173716227213544,"{""type"":""Point"",""coordinates"":[-60.91379957,-33.07901008]}"
2254,82084,82,26/11/1998,Rosario,Santa Fe,118-118,22.58,64,primavera,1998-11-23,"[1998-11-23, 1998-11-24, 1998-11-25, 1998-11-26, 1998-11-27, 1998-11-28, 1998-11-29]",false,2254,-33.07901008,-60.91379957,1.11,"[3.8, 4.4, 0, 0, 0, 1.6, 0]",7.450580596923828E-6,296.31161816914874,Alfisoles,-0.0028667207807302475,0.3471228281656901,"{""type"":""Point"",""coordinates"":[-60.91379957,-33.07901008]}"
2255,82056,82,14/4/1998,Iriondo,Santa Fe,36996-7283,43.86,58,otoño,1998-04-13,"[1998-04-13, 1998-04-14, 1998-04-15, 1998-04-16, 1998-04-17, 1998-04-18, 1998-04-19]",false,2255,-32.92903431,-61.26562377,1.44,"[2.5, 0, 0.1, 0.2, 1, 0, 0]",9.079277515411377E-5,291.56127738952637,Molisoles,-5.257017910480499E-4,0.38575998942057294,"{""type"":""Point"",""coordinates"":[-61.26562377,-32.92903431]}"
2256,82056,82,20/3/2011,Iriondo,Santa Fe,36996-7283,43.86,58,verano,2011-03-14,"[2011-03-14, 2011-03-15, 2011-03-16, 2011-03-17, 2011-03-18, 2011-03-19, 2011-03-20]",false,2256,-32.92903431,-61.26562377,1.44,"[0, 0, 1.8, 0.2, 0, 0, 0]",1.1548399925231934E-6,288.7400538126628,Molisoles,-0.002634006552398205,0.3867778778076172,"{""type"":""Point"",""coordinates"":[-61.26562377,-32.92903431]}"
2257,82077,82,18/7/1997,9 de Julio,Santa Fe,105-105,10.52,84,invierno,1997-07-14,"[1997-07-14, 1997-07-15, 1997-07-16, 1997-07-17, 1997-07-18, 1997-07-19, 1997-07-20]",true,2257,-29.0758472,-61.73625069,5.09,"[0, 0, 0, 0, 0, 0, 0]",2.682209014892578E-7,287.18499183654785,Molisoles,-0.0013663275167346,0.40908050537109375,"{""type"":""Point"",""coordinates"":[-61.73625069,-29.07584719999999]}"
2258,02011,2,14/4/1994,Comuna 11,Capital Federal,36837-7237,3.14,29,otoño,1994-04-11,"[1994-04-11, 1994-04-12, 1994-04-13, 1994-04-14, 1994-04-15, 1994-04-16, 1994-04-17]",true,2258,-34.6042463,-58.49067643,2.78,"[0, 0, 0, 0, 0, 0, 0]",2.671778202056885E-4,288.2671292622884,Miscelaneas,-0.002358374185860157,0.38874053955078125,"{""type"":""Point"",""coordinates"":[-58.49067643,-34.60424629999999]}"
2259,02004,2,21/8/1998,Comuna 4,Capital Federal,8891-2706,2.09,10,invierno,1998-08-17,"[1998-08-17, 1998-08-18, 1998-08-19, 1998-08-20, 1998-08-21, 1998-08-22, 1998-08-23]",true,2259,-34.64641355,-58.38427103,1.46,"[0, 0, 0.9, 0, 0, 1.4, 2.7]",0.0010214149951934814,287.58851114908856,Miscelaneas,-0.0017540343105793,0.33532142639160156,"{""type"":""Point"",""coordinates"":[-58.384271029999994,-34.64641355]}"
2260,02007,2,21/4/2006,Comuna 7,Capital Federal,36837-7237,7.04,22,otoño,2006-04-17,"[2006-04-17, 2006-04-18, 2006-04-19, 2006-04-20, 2006-04-21, 2006-04-22, 2006-04-23]",true,2260,-34.63680708,-58.45826985,2.25,"[0, 0, 0, 12.5, 0, 0, 0]",1.9937753677368164E-4,285.1549784342448,Miscelaneas,-0.0022087711840867996,0.3041006724039714,"{""type"":""Point"",""coordinates"":[-58.45826984999999,-34.63680708]}"
2261,02013,2,11/4/1997,Comuna 13,Capital Federal,54-54,3.99,10,otoño,1997-04-07,"[1997-04-07, 1997-04-08, 1997-04-09, 1997-04-10, 1997-04-11, 1997-04-12, 1997-04-13]",true,2261,-34.55488152,-58.4502891,3.85,"[0, 0, 13.9, 1.5, 0.5, 0, 0]",1.1453032493591309E-4,291.9550615946452,Miscelaneas,-7.118973881006241E-4,0.1331043243408203,"{""type"":""Point"",""coordinates"":[-58.4502891,-34.55488152]}"
2262,02006,2,2/4/2005,Comuna 6,Capital Federal,85-85,5.9,32,otoño,2005-03-28,"[2005-03-28, 2005-03-29, 2005-03-30, 2005-03-31, 2005-04-01, 2005-04-02, 2005-04-03]",true,2262,-34.6168255,-58.44360311,5.01,"[6.1, 12.1, 0, 0, 1.1, 0, 0]",3.3701956272125244E-4,295.1903781890869,Miscelaneas,-0.0016126018017530441,0.22457377115885416,"{""type"":""Point"",""coordinates"":[-58.44360310999999,-34.6168255]}"
2263,02004,2,7/1/1990,Comuna 4,Capital Federal,8891-2706,2.09,10,verano,1990-01-01,"[1990-01-01, 1990-01-02, 1990-01-03, 1990-01-04, 1990-01-05, 1990-01-06, 1990-01-07]",true,2263,-34.64641355,-58.38427103,1.46,"[0, 0, 0, 0.6, 0, 0, 3.4]",1.0335445404052734E-4,295.75294558207196,Miscelaneas,-0.0019755419343709946,0.13247235616048178,"{""type"":""Point"",""coordinates"":[-58.384271029999994,-34.64641355]}"
2264,02014,2,11/10/2005,Comuna 14,Capital Federal,85-85,2.68,24,primavera,2005-10-10,"[2005-10-10, 2005-10-11, 2005-10-12, 2005-10-13, 2005-10-14, 2005-10-15, 2005-10-16]",true,2264,-34.57389998,-58.42243645,5.28,"[0, 0, 0, 0, 0, 0, 0]",0.0010375380516052246,290.6447925567627,Miscelaneas,-0.0031129121780395508,0.26300493876139325,"{""type"":""Point"",""coordinates"":[-58.42243645,-34.57389997999999]}"
2265,02001,2,4/5/2003,Comuna 1,Capital Federal,8891-2706,1.05,28,otoño,2003-04-28,"[2003-04-28, 2003-04-29, 2003-04-30, 2003-05-01, 2003-05-02, 2003-05-03, 2003-05-04]",true,2265,-34.62504786,-58.38438723,3.7,"[0, 5, 0, 0, 0, 0, 0]",3.139227628707886E-4,288.55863825480145,Miscelaneas,-0.0017070639878511429,0.4096851348876953,"{""type"":""Point"",""coordinates"":[-58.38438723000001,-34.62504786000001]}"
2266,02003,2,28/10/1994,Comuna 3,Capital Federal,85-85,2.82,29,primavera,1994-10-24,"[1994-10-24, 1994-10-25, 1994-10-26, 1994-10-27, 1994-10-28, 1994-10-29, 1994-10-30]",true,2266,-34.60909977,-58.40306252,1.46,"[14, 0.7, 0.2, 0, 0, 0, 5]",8.032917976379395E-4,288.17789967854816,Miscelaneas,-0.0034512123093008995,0.41602007548014325,"{""type"":""Point"",""coordinates"":[-58.403062520000006,-34.60909977000001]}"
2267,06861,6,1/2/2008,Vicente Lopez,Buenos Aires,36837-7237,3.72,28,verano,2008-01-28,"[2008-01-28, 2008-01-29, 2008-01-30, 2008-01-31, 2008-02-01, 2008-02-02, 2008-02-03]",true,2267,-34.52591497,-58.53576394,1.13,"[5.5, 6.7, 5.8, 0.3, 0, 3.8, 0]",,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-58.53576394000001,-34.52591497]}"
2268,06840,6,3/4/1999,Tres de Febrero,Buenos Aires,36837-7237,6.8,27,otoño,1999-03-29,"[1999-03-29, 1999-03-30, 1999-03-31, 1999-04-01, 1999-04-02, 1999-04-03, 1999-04-04]",true,2268,-34.60887295,-58.56366446,1.85,"[0, 0, 0, 0, 0, 5.1, 2.9]",5.46872615814209E-6,290.45186551411945,Miscelaneas,-0.003686712123453617,0.46143849690755206,"{""type"":""Point"",""coordinates"":[-58.563664460000005,-34.60887294999999]}"
2269,06778,6,4/2/1990,San Vicente,Buenos Aires,33486-6512,23.66,24,verano,1990-01-29,"[1990-01-29, 1990-01-30, 1990-01-31, 1990-02-01, 1990-02-02, 1990-02-03, 1990-02-04]",false,2269,-35.18311,-58.45241002,2.17,"[23.3, 24.1, 0, 6.2, 18, 59.1, 9.7]",0.005727395415306091,298.4124075571696,Molisoles,-0.0014594197273254395,0.46220842997233075,"{""type"":""Point"",""coordinates"":[-58.45241002,-35.18311]}"
2270,06658,6,21/1/1994,Quilmes,Buenos Aires,35407-6950,4.25,3,verano,1994-01-17,"[1994-01-17, 1994-01-18, 1994-01-19, 1994-01-20, 1994-01-21, 1994-01-22, 1994-01-23]",true,2270,-34.70037841,-58.27664278,2.17,"[0, 0, 0, 1.1, 0, 2.2, 35.6]",,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-58.276642779999996,-34.70037841]}"
2271,06638,6,11/4/2008,Pilar,Buenos Aires,34357-5904,12.77,16,otoño,2008-04-07,"[2008-04-07, 2008-04-08, 2008-04-09, 2008-04-10, 2008-04-11, 2008-04-12, 2008-04-13]",true,2271,-34.42200558,-58.95283788,1.46,"[0, 0, 0, 0, 2.1, 0, 0]",1.3262033462524414E-5,292.15101623535156,Molisoles,-0.0021234946325421333,0.3543434143066406,"{""type"":""Point"",""coordinates"":[-58.95283788,-34.42200558]}"
2272,06525,6,14/12/2015,Marcos Paz,Buenos Aires,6936-2128,28.61,33,primavera,2015-12-14,"[2015-12-14, 2015-12-15, 2015-12-16, 2015-12-17, 2015-12-18, 2015-12-19, 2015-12-20]",false,2272,-34.776242,-58.9395696,1.46,"[27.4, 0, 0, 3.9, 0, 0, 0]",0.003054499626159668,297.1789722442627,Complejo indiferenci,-0.0026017120108008385,0.3645973205566406,"{""type"":""Point"",""coordinates"":[-58.9395696,-34.776242]}"
2273,06490,6,8/4/1994,Lomas de Zamora,Buenos Aires,35405-6949,5.53,9,otoño,1994-04-04,"[1994-04-04, 1994-04-05, 1994-04-06, 1994-04-07, 1994-04-08, 1994-04-09, 1994-04-10]",true,2273,-34.73790272,-58.44067537,3,"[9.1, 57.2, 13.4, 0, 0, 3.9, 0.4]",3.2161176204681396E-4,292.9209677378337,Miscelaneas,-0.0024901144206523895,0.4524834950764974,"{""type"":""Point"",""coordinates"":[-58.44067537000001,-34.73790272]}"
2274,06427,6,11/5/1992,La Matanza,Buenos Aires,33486-6512,4.98,8,otoño,1992-05-11,"[1992-05-11, 1992-05-12, 1992-05-13, 1992-05-14, 1992-05-15, 1992-05-16, 1992-05-17]",true,2274,-34.71417289,-58.50890438,7.28,"[7.4, 0, 0, 0, 0, 0, 2.1]",2.1585822105407715E-4,291.80157979329425,Molisoles,-0.001135905273258686,0.44118499755859375,"{""type"":""Point"",""coordinates"":[-58.50890437999999,-34.71417289000001]}"
2275,06427,6,6/8/2010,La Matanza,Buenos Aires,33486-6512,4.98,8,invierno,2010-08-02,"[2010-08-02, 2010-08-03, 2010-08-04, 2010-08-05, 2010-08-06, 2010-08-07, 2010-08-08]",true,2275,-34.71417289,-58.50890438,7.28,"[0, 0, 0.1, 2.1, 0, 0, 0]",2.9081106185913086E-4,277.17624219258624,Molisoles,-0.0013812771067023277,0.45334815979003906,"{""type"":""Point"",""coordinates"":[-58.50890437999999,-34.71417289000001]}"
